ID,Date,Rank,Link,Watchface Name,Watchface Thumbnail,IsUnique,UI Style,"Graphical decoration(logo,background,screen border,container,divider,logo,design(=foreground graphic))",Color Hue (Color except balck white grey),Animation,Data Types,displayForm,Data+Display,OnlyIcon,"Watch type (Analog, Digital,Hybrid)",Sport tagged?,Number of data types,formFactor
237,14/03/2021 22:00,31,https://www.facer.io/watchface/ujwlUsNiYP?watchModel=armaniconnected,REACTOR,,yes,skeuomorphism,screen border;container;,2,decoration;,time;date;day;watch battery;steps;heart rate;,icon+text;text;text;,"watch battery=icon+text;steps=text;heart rate=text;
",none;,hybrid,no;,3,android
238,14/03/2021 22:00,32,https://www.facer.io/watchface/dR5eB0AXpH?watchModel=galaxyactive2,RZ234,,yes,semi-flat,background;container;,2,no;,time;date;day;watch battery;steps;temperature;,icon+text;icon+text;text;,watch battery=icon+text;steps=icon+text;temperature=text;,none;,digital,no;,3,android
239,14/03/2021 22:00,34,https://www.facer.io/watchface/lJj0Uh59Mn?watchModel=moto360,Reserve d'Harmonie,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;day;watch battery;,chart;,watch battery=chart;,none;,analog,no;,1,android
240,14/03/2021 22:00,35,https://www.facer.io/watchface/BWzfF7Mpsb?watchModel=moto3602,MB123 +,,yes,semi-flat,logo;background;container;,1,heart rate;,time;date;day;temperature;weather;heart rate;moon;watch battery;steps;location;,text;icon;icon+text;chart;chart+icon+text;icon+text;text;,temperature=text;weather=icon;heart rate=icon+text;moon=chart;watch battery=chart+icon+text;steps=icon+text;location=text;,weather;,digital,no;,7,android
241,14/03/2021 22:00,36,https://www.facer.io/watchface/RMi8HvH6UR?watchModel=gears3,GAUSS-Avionics,,yes,skeuomorphism,logo;container;,1,no;,time;date;day;watch battery;,chart+text;,watch battery=chart+text;,none;,analog,no;,1,android
242,14/03/2021 22:00,37,https://www.facer.io/watchface/59V1YYhHRK?watchModel=armaniconnected,VIENNA STUDIOS | Ocean Drop,,yes,skeuomorphism,logo;container;,1,no;,time;date;watch battery;,chart;,watch battery=chart;,none;,hybrid,no;,1,android
243,14/03/2021 22:00,39,https://www.facer.io/watchface/arvIIlkvMX?watchModel=armaniconnected,COMFY,,yes,skeuomorphism,background;container;,1,heart rate;watch battery;decoration;,time;date;day;watch battery;heart rate;,chart+icon+text;chart+icon+text;,watch battery=chart+icon+text;heart rate=chart+icon+text;,none;,hybrid,no;,2,android
244,14/03/2021 22:00,40,https://www.facer.io/watchface/C4IgvfxmAu?watchModel=montblancsummit,Straton Yacht Racer,,yes,skeuomorphism,logo;screen border;container;,2,no;,time;date;stopwatch;,none;,none;,none;,analog,no;,1,android
245,14/03/2021 22:00,41,https://www.facer.io/watchface/CEtBdl3eG1?watchModel=armaniconnected,VIENNA STUDIOS | Cool Asia,,yes,skeuomorphism,logo;container;,1,no;,time;date;day;watch battery;,chart;,watch battery=chart;,none;,analog,no;,1,android
246,14/03/2021 22:00,42,https://www.facer.io/watchface/TDv4x0y3qk?watchModel=fossil5thgen,STRATON CLASSIC DRIVER,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;stopwatch;,none;,none,none;,analog,no;,1,android
247,14/03/2021 22:00,43,https://www.facer.io/watchface/Zq3PGXrx3s?watchModel=galaxywatch3,AG Pilot 800,,yes,semi-flat,logo;background;container;,3,no;,time;date;day;compass;temperature;air pressure;watch battery;steps;moon;,icon+text;text;text;text;text;icon;,compass=icon+text;temperature=text;air pressure=text;watch battery=text;steps=text;moon=icon;,moon;,analog,no;,6,android
248,14/03/2021 22:00,44,https://www.facer.io/watchface/9ufROJ0yhy?watchModel=suunto7,MINER,,yes,skeuomorphism,logo;background;container;,1,decoration;,time;date;day;altitude;watch battery;heart rate;steps;,icon+text;chart+text;icon+text;icon+text;,altitude=icon+text;watch battery=chart+text;heart rate=icon+text;steps=icon+text;,none;,digital,no;,4,android
249,14/03/2021 22:00,45,https://www.facer.io/watchface/yiI3zkLqyo?watchModel=armaniconnected,Ghost X3,,yes,semi-flat,logo;screen border;container;,1,no;,time;date;day;watch battery;heart rate;weather;temperature;steps;,icon;icon+text;text;icon+text;text;,watch battery=icon;weather=icon+text;steps=text;heart rate=icon+text;temperature=text;,compass;,hybrid,no;,5,android
250,14/03/2021 22:00,47,https://www.facer.io/watchface/cLOSGLmskJ?watchModel=galaxywatch3,CFW Hybrid Z02,,yes,skeuomorphism,logo;background;container;,1,heart rate;,time;date;day;watch battery;humidity;weather;temperature;moon;heart rate;steps;,text;chart+icon;icon;text;chart;icon+text;chart+icon+text;,watch battery=text;humidity=chart+icon;weather=icon;temperature=text;moon=chart;heart rate=icon+text;steps=chart+icon+text;,weather;,hybrid,no;,7,android
251,14/03/2021 22:00,49,https://www.facer.io/watchface/AYnwoCHFCN?watchModel=moto360,Black Chronos,,yes,semi-flat,logo;container;,1,no;,time;date;day;watch battery;stopwatch;,chart;,watch battery=chart;,none;,analog,no;,1,android
252,14/03/2021 22:00,50,https://www.facer.io/watchface/adSVCMMpBt?watchModel=movadoconnect,LAZ | Quattro Wave,,yes,flat,logo;container;,1,decoration;,time;date;day;weather;temperature;moon;heart rate;distance;calories;sun;watch battery;steps;,icon+text;text;chart;icon+text;icon+text;icon+text;icon+text;text;icon+text;,weather=icon+text;temperature=text;moon=chart;heart rate=icon+text;distance=icon+text;calories=icon+text;sun=icon+text;watch battery=text;steps=icon+text;,none;,digital,no;,9,android
253,14/03/2021 22:00,52,https://www.facer.io/watchface/H7fv5xeBBV?watchModel=fossilgen5e,ENERGUIDE,,yes,skeuomorphism,background;container;,4,heart rate;decoration;,time;date;day;heart rate;watch battery;steps;,icon+text;chart+text;icon+text;,heart rate=icon+text;watch battery=chart+text;steps=icon+text;,none;,digital,no;,3,android
254,14/03/2021 22:00,53,https://www.facer.io/watchface/qlqOyNTBxk?watchModel=suunto7,DARKMARK,,yes,skeuomorphism,logo;background;container;,1,decoration;,time;date;day;temperature;watch battery;heart rate;steps;,text;chart+text;text;text;,temperature=text;watch battery=chart+text;heart rate=text;steps=text;,none;,digital,no;,4,android
255,14/03/2021 22:00,55,https://www.facer.io/watchface/3qb693ZZDk?watchModel=moto3602,CONTROL N +,,yes,semi-flat,logo;background;design;,1,decoration;,time;date;watch battery;,chart+text;,watch battery=chart+text;,none;,digital,no;,1,android
256,14/03/2021 22:00,56,https://www.facer.io/watchface/SwpmiW7GbU?watchModel=armaniconnected,PUREPLEX ,,yes,skeuomorphism,background;screen border;container;,3,decoration;,time;date;day;steps;heart rate;watch battery;,text;text;text;,steps=text;heart rate=text;watch battery=text;,none;,hybrid,no;,3,android
257,14/03/2021 22:00,57,https://www.facer.io/watchface/lgrSK0THZ4?watchModel=galaxywatch3,BA | Countach 3.0,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;day;steps;weather;moon;watch battery;phone battery;,text;icon;chart;chart+icon;chart+icon;,steps=text;weather=icon;moon=chart;watch battery=chart+icon;phone battery=chart+icon;,weather;,digital,no;,5,android
258,14/03/2021 22:00,58,https://www.facer.io/watchface/oyZo73wp0m?watchModel=galaxywatch3,CFW Hybrid Z01,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;moon;watch battery;,chart;text;,moon=chart;watch battery=text;,none;,analog,no;,2,android
259,14/03/2021 22:00,59,https://www.facer.io/watchface/1Uz977Opud?watchModel=galaxywatch3,BA | Abduction,,yes,flat,background;screen border;,4,decoration;,time;watch battery;steps;calories;,chart;text;text;,watch battery=chart;steps=text;calories=text;,none;,digital,no;,3,android
260,14/03/2021 22:00,60,https://www.facer.io/watchface/lm8o1sHELK?watchModel=moto360,Bold Steps - Black Themes,,yes,flat,logo;,1,no;,time;date;watch battery;steps;,chart+icon;chart+icon;,watch battery=chart+icon;steps=chart+icon;,none;,analog,no;,2,android
261,14/03/2021 22:00,62,https://www.facer.io/watchface/t2OANkUKK4?watchModel=ticwatchs2glacier,HaDe DS 160 Pro v2 ,,yes,semi-flat,container;,1,no;,time;date;day;watch battery;sun;steps;heart rate;moon;,chart;text;text;text;chart;,watch battery=chart;sun=text;steps=text;heart rate=text;moon=chart;,none;,digital,no;,5,android
262,14/03/2021 22:00,63,https://www.facer.io/watchface/WhxNXJBL9R?watchModel=moto360,Aviator Mk.1 Spitfire (Black),,yes,skeuomorphism,logo;container;design;,2,no;,time;date;day;air pressure;watch battery;steps;,chart+icon;chart+icon+text;chart+icon+text;,air pressure=chart+icon;watch battery=chart+icon+text;steps=chart+icon+text;,none;,hybrid,no;,3,android
263,14/03/2021 22:00,64,https://www.facer.io/watchface/ZE0lD19Q8g?watchModel=fossilqexplorist,CLOCKWORK,,yes,skeuomorphism,background;container;,4,decoration;watch battery;,time;date;day;watch battery;,chart+text;,watch battery=chart+text;,none;,digital,no;,1,android
264,14/03/2021 22:00,65,https://www.facer.io/watchface/U0ndAf91lF?watchModel=fossilgen5e,Vintage St. Patrick's Day,,yes,skeuomorphism,logo;screen border;container;design;,2,no;,time;date;day;weather;watch battery;,icon;text;,weather=icon;watch battery=text;,weather;,analog,no;,2,android
265,14/03/2021 22:00,66,https://www.facer.io/watchface/Xt2ZANNc7G?watchModel=armaniconnected,REFRESH,,yes,semi-flat,background;container;,4,decoration;heart rate;,time;date;day;steps;heart rate;weather;temperature;watch battery;,icon+text;icon+text;icon;text;icon+text;,steps=icon+text;heart rate=icon+text;weather=icon;temperatur=text;watch battery=icon+text;,weather;,analog,no;,5,android
266,14/03/2021 22:00,68,https://www.facer.io/watchface/GvmRLPBaE8?watchModel=huaweiw1,B# - Open Heart,,yes,skeuomorphism,background;container;,3,decoration;,time;date;day;watch battery;,chart;,watch battery=chart;,none;,analog,no;,1,android
267,14/03/2021 22:00,69,https://www.facer.io/watchface/RWbzx0DjaR?watchModel=michaelkorsbradshaw,ULTRA,,yes,semi-flat,background;container;,2,no;,time;date;day;temperature;weather;watch battery;heart rate;steps;,text;icon;text;text;text;,temperature=text;weather=icon;watch battery=text;heart rate=text;steps=text;,weather;,digital,no;,5,android
268,14/03/2021 22:00,70,https://www.facer.io/watchface/0saqRcXLNj?watchModel=galaxywatch3,BA | Past Master 3.1,,yes,skeuomorphism,background;container;,1,no;,time;date;day;steps;calories;weather;temperature;sun;watch battery;,text;text;icon;text;text;chart;,steps=text;calories=text;weather=icon;temperature=text;sun=text;watch battery=chart;,weather;,digital,no;,6,android
269,14/03/2021 22:00,71,https://www.facer.io/watchface/oLqq7hZOj0?watchModel=montblancsummit2blackcaseblackcanvas,Roman Nights,,yes,skeuomorphism,logo;background;screen border;container;,1,no;,time;date;,none;,none;,none;,analog,no;,1,android
270,14/03/2021 22:00,72,https://www.facer.io/watchface/caMQNSbbi3?watchModel=armaniconnected,VIENNA STUDIOS | Fine S,,yes,skeuomorphism,logo;container;,1,no;,time;date;watch battery;steps;heart rate;,chart+text;text;icon+text;,watch battery=chart+text;steps=text;heart rate=icon+text;,none;,analog,no;,3,android
271,14/03/2021 22:00,74,https://www.facer.io/watchface/5d502NBLC3?watchModel=huaweiw1,B Sharp - Facets,,yes,skeuomorphism,logo;background;container;,2,no;,time;date;watch battery;steps;heart rate;distance;weather;temperature;,chart;icon+text;icon+text;text;icon;text;,watch battery=chart;steps=icon+text;heart rate=icon+text;distance=text;weather=icon;temperature=text;,weather;,analog,no;,6,android
272,14/03/2021 22:00,75,https://www.facer.io/watchface/IY5LZpDsyT?watchModel=ticwatchs2glacier,HaDe DS 170 Pro,,yes,semi-flat,container;,1,no;,time;date;day;watch battery;sun;steps;heart rate;weather;location;moon;,chart;text;text;text;icon;text;chart;,watch battery=chart;sun=text;steps=text;heart rate=text;weather=icon;location=text;moon=chart;,weather;,digital,no;,7,android
273,14/03/2021 22:00,76,https://www.facer.io/watchface/6uZvofe8yZ?watchModel=fossilqventure,Cherry Blossom Pink,,yes,semi-flat,logo;background;design;,1,no;,time;date;day;temperature;steps;heart rate;watch battery;,text;text;text;text;,temperature=text;steps=text;heart rate=text;watch battery=text;,none;,digital,no;,4,android
274,14/03/2021 22:00,77,https://www.facer.io/watchface/QYyjgzBF3k?watchModel=galaxyactive2,Tattoo Style,,yes,flat,logo;divider;design;,4,no;,time;date;day;watch battery;steps;distance;heart rate;calories;,chart+text;icon+text;text;icon+text;icon+text;,watch battery=chart+text;steps=icon+text;distance=text;heart rate=icon+text;calories=icon+text;,none;,digital,no;,5,android
275,14/03/2021 22:00,78,https://www.facer.io/watchface/5UwKrRMIlK?watchModel=michaelkorsbradshaw,DROPLET,,yes,skeuomorphism,background;container;,2,no;,time;date;day;watch battery;,icon+text;,watch battery=icon+text;,none;,digital,no;,1,android
276,14/03/2021 22:00,79,https://www.facer.io/watchface/b8KFOAcU99?watchModel=armaniconnected,BATWOLF Sonatus,,yes,flat,logo;container;,0,no;,time;date;day;watch battery;steps;,chart+icon;chart+icon;,watch battery=chart+icon;steps=chart+icon;,none;,hybrid,no;,2,android
277,14/03/2021 22:00,80,https://www.facer.io/watchface/5Cfo1EzDzI?watchModel=armaniconnected,GRR | ALIEN ATTACK!,,yes,flat,background;,5,decoration;,time;game score;,text;,game score=text;,none;,digital,no;,1,android
278,14/03/2021 22:00,81,https://www.facer.io/watchface/TDTPsclxeC?watchModel=galaxywatch3,Tokyo Tech - Pixelator,,yes,semi-flat,logo;background;container;,1,decoration;,time;date;day;steps;watch battery;temperature;,icon+text;chart;text;,steps=icon+text;watch battery=chart;temperature=text;,none;,digital,no;,3,android
279,14/03/2021 22:00,84,https://www.facer.io/watchface/w6DDTmakVD?watchModel=fossilqventure,Flowering Shamrocks and Clover,,yes,semi-flat,background;,2,no;,time;date;day;temperature;weather;steps;heart rate;watch battery;,text;text;text;text;text;,steps=text;weather=text;watch battery=text;phone battery=text;moon=text;,none;,digital,no;,5,android
280,14/03/2021 22:00,87,https://www.facer.io/watchface/oUuTXOC57b?watchModel=galaxyactive2,Rainbow Tats,,yes,semi-flat,logo;background;screen border;divider;design;,4,no;,time;date;day;steps;distance;calories;heart rate;watch battery;,text;text;text;text;chart+text;,steps=text;distance=text;calories=text;heart rate=text;watch battery=chart+text;,none;,digital,no;,5,android
281,14/03/2021 22:00,88,https://www.facer.io/watchface/KfsLCvPM0l?watchModel=fossilqwander,G7 Analog Flower Colors S03P,,yes,flat,background;,3,decoration;,time;date;day;weather;temperature;watch battery;,icon;text;text;,weather=icon;temperature=text;watch battery=text;,weather;,digital,no;,3,android
282,14/03/2021 22:00,89,https://www.facer.io/watchface/rsnoMauuTo?watchModel=galaxyactive2,Tokyo Tech - Compressor,,yes,flat,logo;container;divider;,1,no;,time;wifi;temperature;steps;watch battery;,chart;text;text;text;,wifi=chart;temperature=text;steps=text;watch battery=text;,none;,digital,no;,4,android
283,14/03/2021 22:00,90,https://www.facer.io/watchface/reApBY4CMJ?watchModel=moto360,A-13A Pilot Chronograph ( Blk),,yes,flat,logo;,1,no;,time;watch battery;steps;,chart+icon;chart+icon;,watch battery=chart+icon;steps=chart+icon;,none;,analog,no;,2,android
284,14/03/2021 22:00,92,https://www.facer.io/watchface/pCSKPDQHR4?watchModel=dieselonfullguard,LAZ | Cypher Aqua,,yes,semi-flat,logo;container;,2,no;,time;date;day;steps;distance;calories;weather;moon;watch battery;,chart+text;icon+text;icon+text;icon;chart;chart+text;,steps=chart+text;distance=icon+text;calories=icon+text;weather=icon;moon=chart;watch battery=chart+text;,weather;,digital,no;,6,android
285,14/03/2021 22:00,95,https://www.facer.io/watchface/80kWaSQF2Q?watchModel=fossilqexplorist,GODIGITAL,,yes,skeuomorphism,container;design;,1,decoration;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
286,14/03/2021 22:00,96,https://www.facer.io/watchface/v2g57EQIXo?watchModel=fossilqexplorist,Tokyo Tech - Eclipse,,yes,skeuomorphism,logo;container;design;,1,heart rate;,time;date;day;weather;moon;altitude;temperature;watch battery;steps;heart rate;,icon;chart;text;icon+text;icon+text;icon+text;icon+text;,weather=icon;moon=chart;altitude=text;temperature=icon+text;watch battery=icon+text;steps=icon+text;heart rate=icon+text;,weather;,digital,no;,7,android
287,14/03/2021 22:00,97,https://www.facer.io/watchface/rlEpNzJdqZ?watchModel=gears3,RUP-Race,,yes,flat,container;,1,no;,time;date;steps;heart rate;watch battery;,chart+text;icon+text;chart+text;,steps=chart+text;heart rate=icon+text;watch battery=chart+text;,none;,hybrid,no;,3,android
288,14/03/2021 22:00,99,https://www.facer.io/watchface/fRE5KCgZoW?watchModel=armaniconnected,CLOUD,,yes,skeuomorphism,background;container;,2,decoration;,time;date;day;watch battery;,chart+icon+text;,watch battery=chart+icon+text;,none;,hybrid,no;,1,android
289,14/03/2021 22:00,100,https://www.facer.io/watchface/ckEzjHQpyO?watchModel=ticwatchc2,Faster | Citrus,,yes,flat,background;,3,decoration;,time;date;day;watch battery;,icon+text;,watch battery=icon+text;,none;,digital,no;,1,android
290,21/03/2021 22:00,2,https://www.facer.io/watchface/YaXb9SC2LW?watchModel=fossilsport,Assassin's Creed - Symbols,,yes,skeuomorphism,logo;background;design;,1,decoration;,time;temperature;weather;heart rate;steps;watch battery;,text;icon;text;text;chart+text;,temperature=text;weather=icon;heart rate=text;steps=text;watch battery=chart+text;,weather;,analog,no;,5,android
291,21/03/2021 22:00,7,https://www.facer.io/watchface/PV5HCSd0KG?watchModel=montblancsummit2blackcaseblackcanvas,Assassin's Creed - Stone,,yes,skeuomorphism,logo;background;,2,decoration;,time;,none,none,none;,analog,no;,0,android
292,21/03/2021 22:00,9,https://www.facer.io/watchface/lWMGnlk3kU?watchModel=armaniconnected,COMBINATOR,,yes,semi-flat,screen border;container;design;,2,no;,time;date;day;watch battery;,text;,watch battery=text;,none;,hybrid,no;,1,android
293,21/03/2021 22:00,13,https://www.facer.io/watchface/y64z7p84Ey?watchModel=montblancsummit2steelcasebrownleather,Assassin's Creed - Wood,,yes,skeuomorphism,logo;background;,1,no;,time;,none,none,none;,analog,no;,0,android
294,21/03/2021 22:00,18,https://www.facer.io/watchface/Wbq1rRw2ln?watchModel=moto3602,DUO PITCH +,,yes,semi-flat,logo;divider;,1,heart rate;,time;date;day;location;moon;watch battery;phone battery;heart rate;weather;temperature;sun;calories;steps;,text;chart;chart+icon+text;chart+icon+text;icon+text;icon+text;text;text;text;chart+icon+text;,location=text;moon=chart;watch battery=chart+icon+text;phone battery=chart+icon+text;heart rate=icon+text;weather=icon+text;temperature=text;sun=text;calories=text;steps=chart+icon+text;,none;,digital,no;,10,android
295,21/03/2021 22:00,20,https://www.facer.io/watchface/NCsT0HoZOL?watchModel=armaniconnected,Vienna Studios | Wild Orange,,yes,skeuomorphism,logo;background;screen border;container;,2,decoration;,time;date;day;steps;heart rate;watch battery;,text;text;text;,steps=text;heart rate=text;watch battery=text;,none;,hybrid,no;,3,android
296,21/03/2021 22:00,25,https://www.facer.io/watchface/2UIQDAhy0O?watchModel=armaniconnected,BATWOLF Lepton,,yes,skeuomorphism,background;screen border;container;,1,heart rate;,time;date;day;location;watch battery;steps;moon;temperature;weather;heart rate;,text;chart+icon;chart+icon;chart;text;icon;icon+text;,location=text;watch battery=chart+icon;steps=chart+icon;moon=chart;temperature=text;weather=icon;heart rate=icon+text;,weather;,digital,no;,7,android
297,21/03/2021 22:00,29,https://www.facer.io/watchface/YrGnNLDeZy?watchModel=fossilqexploristt,TRIGGER,,yes,skeuomorphism,background;screen border;container;,2,decoration;,time;date;day;heart rate;steps;temperature;watch battery;,text;text;text;text;,heart rate=text;steps=text;temperature=text;watch battery=text;,none;,digital,no;,4,android
298,21/03/2021 22:00,38,https://www.facer.io/watchface/NqeGMRnmIk?watchModel=galaxywatch3,AG Bolt GTO 840,,yes,flat,screen border;container;,2,no;,time;date;day;compass;weather;air pressure;air direction;temperature;,chart+text;icon;text;text;text;,compass=chart+text;weather=icon;air pressure=text;air direction=text;temperature=text;,weather;,analog,no;,5,android
299,21/03/2021 22:00,40,https://www.facer.io/watchface/7JpTrOuBLl?watchModel=galaxywatch3,CFW Digital AW02,,yes,skeuomorphism,background;screen border;container;,3,heart rate;weather;,time;date;day;temperature;weather;wind direction;wind speed;heart rate;steps;watch battery;moon;,text;icon;icon;text;icon+text;icon+text;chart;chart;,temperature=text;weather=icon;wind direction=icon;wind speed=text;heart rate=icon+text;steps=icon+text;watch battery=chart;moon=chart;,weather;wind direction;,digital,no;,8,android
300,21/03/2021 22:00,44,https://www.facer.io/watchface/aetMLCvHd2?watchModel=armaniconnected,BIZI,,yes,skeuomorphism,background;screen border;container;,2,heart rate;watch battery;decoration;,time;date;day;steps;heart rate;watch battery;,chart+icon+text;chart+icon+text;chart+icon+text;,steps=chart+icon+text;heart rate=chart+icon+text;watch battery=chart+icon+text;,none;,hybrid,no;,3,android
301,21/03/2021 22:00,49,https://www.facer.io/watchface/jUkfLLTUw0?watchModel=huaweiw1,B Sharp - Kaleidoscope + ,,yes,skeuomorphism,logo;background;container;,1,decoration;,time;,none,none;,none;,analog,no;,0,android
302,21/03/2021 22:00,56,https://www.facer.io/watchface/6i91eQMpor?watchModel=fossilgen5e,FRIZY,,yes,skeuomorphism,background;screen border;container;,2,watch battery;,time;date;day;watch battery;,chart+text;,watch battery=chart+text;,none;,hybrid,no;,1,android
303,21/03/2021 22:00,57,https://www.facer.io/watchface/2yff57NgjZ?watchModel=moto360,Minimal Black Date,,yes,flat,logo;container;,1,no;,time;date;,none,none;,none;,analog,no;,0,android
304,21/03/2021 22:00,71,https://www.facer.io/watchface/zhr2nejEcZ?watchModel=ticwatchs2glacier,AG Prestige 920,,yes,skeuomorphism,background;container;,2,no;,time;date;day;watch battery;temperature;weather;phone battery;,text;text;icon;text;,watch battery=text;temperature=text;weather=icon;phone battery=text;,weather;,analog,no;,4,android
305,21/03/2021 22:00,75,https://www.facer.io/watchface/cWgPGmNA8P?watchModel=armaniconnected,EGRESS,,yes,skeuomorphism,background;container;,1,decoration;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
306,21/03/2021 22:00,85,https://www.facer.io/watchface/jPXDOvVBC4?watchModel=moto3602,Bessiny L8,,yes,skeuomorphism,screen border;container;,3,no;,time;date;stopwatch;,none;,none;,none;,analog,no;,1,android
307,21/03/2021 22:00,88,https://www.facer.io/watchface/3HAwWdALch?watchModel=fossilqventure,Eggs-tra Special Time,,yes,skeuomorphism,logo;background;container;,4,no;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
308,21/03/2021 22:00,89,https://www.facer.io/watchface/YhxLILdH2U?watchModel=guessace,Pocket Bunny,,yes,skeuomorphism,logo;background;screen border;,3,no;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
309,21/03/2021 22:00,90,https://www.facer.io/watchface/GVHQ2kBToK?watchModel=huaweiw1,Arctic Diver ( Date ) ,,yes,semi-flat,logo;screen border;container;,1,no;,time;date;,none,none;,none;,analog,no;,0,android
310,21/03/2021 22:00,93,https://www.facer.io/watchface/A5WhGJ3elJ?watchModel=montblancsummit,OD H11,,yes,skeuomorphism,logo;background;container;,0,no;,time;watch battery;,text;,watch battery=text;,none;,analog,no;,1,android
311,21/03/2021 22:00,96,https://www.facer.io/watchface/C5JxlrTmk2?watchModel=movadoconnect,LAZ | Bullet,,yes,flat,logo;,1,no;,time;date;day;temperature;weather;watch battery;steps;distance;calories;heart rate;,text;text;chart+icon;chart+icon+text;icon+text;icon+text;icon+text;,temperature=text;weather=text;watch battery=chart+icon;steps=chart+icon+text;distance=icon+text;calories=icon+text;heart rate=icon+text;,none;,digital,no;,7,android
312,21/03/2021 22:00,100,https://www.facer.io/watchface/Bzm5ya1XVc?watchModel=skagenfalster2,Emerald St Patrick's Premium,,yes,skeuomorphism,screen border;container;design;,1,no;,time;date;,none,none;,none;,analog,no;,0,android
313,28/03/2021 22:01,2,https://www.facer.io/watchface/5BDvG34O7x?watchModel=moto3602,M-2021 +,,yes,semi-flat,design;,1,no;,time;,none,none;,none;,digital,no;,0,android
314,28/03/2021 22:01,9,https://www.facer.io/watchface/WPRhF9arDA?watchModel=fossilgen5e,PLATE,,yes,skeuomorphism,background;container;,1,decoration;,time;date;day;steps;watch battery;heart rate;temperature;weather;,chart+text;chart+text;chart+text;text;text;,steps=chart+text;watch battery=chart+text;heart rate=chart+text;temperature=text;weather=text;,none;,hybrid,no;,5,android
315,28/03/2021 22:01,15,https://www.facer.io/watchface/ANJaqbD6jh?watchModel=galaxyactive2,RZ242,,yes,flat,logo;design;container;,1,no;,time;date;day;steps;watch battery;,text;chart+icon;,steps=text;watch battery=chart+icon;,none;,digital,no;,2,android
316,28/03/2021 22:01,21,https://www.facer.io/watchface/tvnHZixJ6f?watchModel=armaniconnected,PRIMAL,,yes,skeuomorphism,background;container;,1,decoration;,time;date;day;watch battery;,chart+icon;,watch battery=chart+icon;,none;,analog,no;,1,android
317,28/03/2021 22:01,26,https://www.facer.io/watchface/fd0kf4EfUV?watchModel=fossilqventure,Garden Bunny,,yes,semi-flat,logo;background;design;,4,no;,time;date;day;steps;watch battery;temperature;weather;heart rate;calories;,text;text;text;icon;text;,steps=text;watch battery=text;temperature=text;weather=icon;heart rate=text;calories=text;,weather;,digital,no;,5,android
318,28/03/2021 22:01,27,https://www.facer.io/watchface/nn99ZFIRC2?watchModel=armaniconnected,BATWOLF Lithium,,yes,semi-flat,logo;background;container;,1,heart rate;,time;date;day;temperature;humidity;air pressure;distance;steps;watch battery;,text;text;text;text;text;chart;,temperature=text;humidity=text;air pressure=text;distance=text;steps=text;watch battery=chart;,none;,digital,no;,6,android
319,28/03/2021 22:01,34,https://www.facer.io/watchface/iwv4nvCmP8?watchModel=fossilgen5e,MORPH,,yes,skeuomorphism,background;container;,2,decoration;,time;date;day;watch battery;,text;,watch battery=text;,none;,digital,no;,1,android
320,28/03/2021 22:01,41,https://www.facer.io/watchface/uNgmbDvmKm?watchModel=gears3,RUP-CAMPER,,yes,flat,background;divider;,1,no;,time;date;day;heart rate;steps;watch battery;location;temperature;,icon+text;icon+text;chart+text;text;text;,heart rate=icon+text;steps=icon+text;watch battery=chart+text;location=text;temperature=text;,none;,digital,no;,5,android
321,28/03/2021 22:01,46,https://www.facer.io/watchface/2fixwqpEAa?watchModel=galaxywatch3,BA | UFO,,yes,flat,background;,1,decoration;,time;date;day;steps;watch battery;moon;,text;chart+icon;chart;,steps=text;watch battery=chart+icon;moon=chart;,none;,digital,no;,3,android
322,28/03/2021 22:01,48,https://www.facer.io/watchface/LVZe9EFSHl?watchModel=armaniconnected,CYNETIC,,yes,skeuomorphism,background;container;,2,decoration;,time;date;day;weather;temperature;heart rate;steps;watch battery;,icon;text;icon+text;icon+text;chart;,weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;watch battery=chart;,weather;,digital,no;,5,android
323,28/03/2021 22:01,51,https://www.facer.io/watchface/JZVoO2bmcw?watchModel=huaweiw1,B Sharp - Daybreak +,,yes,skeuomorphism,container;design;,2,no;,time;watch battery;,chart;,watch battery=chart;,none;,analog,no;,1,android
324,28/03/2021 22:01,53,https://www.facer.io/watchface/YepNRoDAMM?watchModel=armaniconnected,VIENNA STUDIOS | Pro Business,,yes,skeuomorphism,logo;background;screen border;container;,1,decoration;,time;date;day;steps;watch battery;,icon+text;chart;,steps=icon+text;watch battery=chart;,none;,analog,no;,2,android
325,28/03/2021 22:01,54,https://www.facer.io/watchface/8JtAIqOvTb?watchModel=moto3602,CONTROL V +,,yes,semi-flat,logo;screen border;design;,2,no;,time;,none,none;,none;,digital,no;,0,android
326,28/03/2021 22:01,57,https://www.facer.io/watchface/vL6tAdmpN5?watchModel=moto3602,CONTROL Z +,,yes,semi-flat,logo;screen border;container;design;,6,decoration;,time;date;day;watch battery;,icon+text;,watch battery=icon+text;,none;,digital,no;,1,android
